23921,El Barcenal,43.340456,-4.383409
23922,El Berrón,43.382211,-5.702397
23923,El Burgo de Ebro,41.5664,-0.739592
23924,El Burgo Ranero,42.425831,-5.208314
23925,El Caleyo,43.328887,-5.873291
23926,El Carpio (Valladolid),41.215244,-5.115086
23927,El Carrión,42.116302,-4.496238
23928,El Carrión Apeadero,42.116302,-4.496238
23929,El Chorro,36.906993,-4.759248
23930,El Cobujon,37.516282,-6.953066
23931,El Escorial,40.585109,-4.132242
23932,El Espinar,40.740821,-4.189512
23933,El Pedroso de la Armuña,41.079966,-5.406454
23934,El Pimpollar,40.567769,-4.283153
23935,El Pozo,40.376155,-3.656506
23936,El Puig,39.588233,-0.311871
23937,El Rebollar,39.483598,-1.018019
23938,El Remedio,43.37501,-5.546299
23939,El Romeral,39.693874,-3.42987
23940,El Tamujoso,37.719969,-6.900245
23941,El Tejar,40.511,-3.85631
23942,Elx Carrús,38.255573,-0.724359
23943,Els Guiamets,41.095679,0.747848
23944,Elviña-Universidade,43.335251,-8.41295
23945,Embid de Jalón,41.421583,-1.592448
23946,Encinacorba,41.288884,-1.278724
23947,Epila,41.609035,-1.30126
23948,Erustes,39.966723,-4.523389
23949,Escacena,37.397256,-6.39151
23950,Escatron,41.2126,-0.289933
23951,Espelúy,38.010257,-3.832811
23952,Espinosa de Henares,40.909926,-3.073402
23953,Espinosa de los Monteros,43.073018,-3.54228
23954,Espinosa de Villagonzalo,42.453616,-4.368254
23955,Estepona-Bus,36.430388,-5.127582
23956,Estíbaliz-Oreitia,42.853971,-2.560177
23957,Etxarri-Aranatz,42.911347,-2.071393
23958,Fabara,41.234616,0.143647
23959,Fabrica del Pedroso,37.862592,-5.739467
23960,Faió-La Pobla de Massaluca,41.225519,0.348107
23961,Féculas-Navarra,42.411214,-2.098082
23962,Ferreruela,41.063632,-1.238425
23963,Ferreruela de Tabara,41.764036,-6.074092
23964,Ferroñes,43.476031,-5.861416
23965,Belmonte de Pria Feve,43.439813,-4.982272
23966,Las Rozas de Valdearroyo Feve,42.973546,-4.029779
23967,León Feve,42.602323,-5.575052
23968,Maliaño la Vidriera Feve,43.416025,-3.841005
23969,Nueva Montaña Feve,43.440017,-3.849513
23970,Torrelavega Centro Feve,43.350803,-4.050988
23971,Valdecilla la Marga Feve,43.452697,-3.828476
23972,Zorrotza Zorrozgoiti Feve,43.273799,-2.974058
23973,Figueres Estación de Autobuses,42.264968,2.967443
23974,Filgueira,42.219663,-8.185406
23975,Fisterra-Bus,42.907739,-9.263368
23976,Fiñana,37.184796,-2.839827
23977,Flix,41.229438,0.540215
23978,Fonciello,43.381348,-5.718928
23979,Formigal-Bus,42.773838,-0.360481
23980,Fornells de la Selva,41.929725,2.807286
23981,Franza,43.4385,-8.19748
23982,Fregenal de la Sierra,38.16773,-6.637661
23983,Fresno el Viejo,41.191827,-5.137766
23984,Frieira,42.154842,-8.201326
23985,Fromista,42.264753,-4.402458
23986,Fuenlabrada,40.283548,-3.798958
23987,Fuente de Piedra,37.1353,-4.73797
23988,Fuente del Arco,38.163757,-5.900798
23989,Fuentes (Asturias),43.401439,-5.142818
23990,Fuentes de Ebro,41.516347,-0.62359
23991,Gador,36.951427,-2.488178
23992,Galapagar-La Navata,40.600202,-3.981942
23993,Gallur,41.867151,-1.321261
23994,Gama,43.423067,-3.525218
23995,Gandía-Bus,38.970644,-0.180077
23996,Garrovilla-Las Vegas,38.915453,-6.474067
23997,Gaucin,36.540323,-5.38728
23998,Gava,41.303222,2.010581
23999,Genovés,38.988095,-0.480464
24000,Gerb,41.823303,0.812061
24001,Gergal,37.108244,-2.590888
24002,Gibaja,43.282189,-3.438212
24003,Gibraleon,37.367762,-6.961965
24004,Gijón,43.532191,-5.661204
24005,Gil Márquez,37.857632,-6.850202
24006,Golmes,41.640874,0.947687
24007,Gomecello,41.04222,-5.541355
24008,Grajal,42.323425,-5.013337
24009,Gran Alacant-Bus,38.233627,-0.546908
24010,Graus-Bus,42.191539,0.341334
24011,Grañen,41.938013,-0.369168
24012,Grijota,42.050018,-4.585001
24013,Gros,43.321821,-1.973914
24014,Guadalajara Estación,40.642778,-3.183056
